reaction,name,pct_st443,pct_others,pct_diff,p
rxn08971_c0,NADH dehydrogenase (menaquinone-8 & 0 protons),100.0,100.0,0.0,1.0
rxn08948_c0,mannose 6-phosphate phosphatase,0.0,2.53,-2.53,1.0
rxn08816_c0,"Lysophospholipase L1 (2-acylglycerophosphoglycerol, n-C18:1) (periplasm)",0.0,1.27,-1.27,1.0
DM_cpd01042_c0,Sink needed for p-cresol,100.0,100.0,0.0,1.0
rxn08547_c0,glycerol-3-phosphate acyltransferase (C14:0),0.0,1.27,-1.27,1.0
rxn06449_c0,L-Valine:tRNAVal ligase (AMP-forming),100.0,100.0,0.0,1.0
rxn06448_c0,L-Tryptophan -tRNA(Trp) ligase (AMP-forming),100.0,100.0,0.0,1.0
rxn06447_c0,L-Threonine:tRNA(Thr) ligase (AMP-forming),100.0,100.0,0.0,1.0
rxn06446_c0,L-Serine:tRNA(Ser) ligase (AMP-forming),100.0,100.0,0.0,1.0
rxn06445_c0,L-proline:tRNA(Pro) ligase (AMP-forming),100.0,100.0,0.0,1.0
rxn06444_c0,L-Phenylalanine:tRNA(Ala) ligase (AMP-forming),100.0,100.0,0.0,1.0
rxn06443_c0,L-Methionine:tRNAMet ligase (AMP-forming),100.0,100.0,0.0,1.0
rxn06441_c0,L-Leucine:tRNA(Leu) ligase (AMP-forming),100.0,100.0,0.0,1.0
rxn06440_c0,L-Isoleucine:tRNA(Ile) ligase (AMP-forming),100.0,100.0,0.0,1.0
rxn06439_c0,L-Histidine:tRNA(His) ligase (AMP-forming),100.0,100.0,0.0,1.0
rxn06438_c0,glycine:tRNA(Gly) ligase (AMP-forming),100.0,100.0,0.0,1.0
rxn06437_c0,L-Glutamine:tRNA(Gln) ligase (AMP-forming),100.0,100.0,0.0,1.0
rxn06485_c0,tRNA-guanine:queuine tRNA-ribosyltransferase,100.0,100.0,0.0,1.0
rxn06435_c0,L-Cysteine:tRNA(Cys) ligase (AMP-forming),100.0,100.0,0.0,1.0
rxn06433_c0,L-Aspartate:tRNAAsn ligase (AMP-forming),100.0,100.0,0.0,1.0
rxn06432_c0,L-Arginine:tRNA(Arg) ligase (AMP-forming),100.0,100.0,0.0,1.0
rxn06404_c0,RS-CH2-CH(NH3+)COO- thiol-lyase (deaminating),100.0,100.0,0.0,1.0
rxn06389_c0,ATP:1-phosphatidyl-1D-myo-inositol-4-phosphate 5-phosphotransferase,0.0,1.27,-1.27,1.0
rxn06378_c0,"1-Phosphatidyl-1D-myo-inositol-4,5-bisphosphate inositoltrisphosphohydrolase",0.0,1.27,-1.27,1.0
rxn06373_c0,S-Adenosyl-L-methionine:unsaturated-phospholipid methyltransferase (cyclizing),100.0,100.0,0.0,1.0
rxn06368_c0,1-Phosphatidyl-D-myo-inositol inositolphosphohydrolase (cyclic-phosphate-forming),0.0,1.27,-1.27,1.0
rxn06367_c0,1-Phosphatidyl-1D-myo-inositol 3-phosphate 3-phosphohydrolase,0.0,1.27,-1.27,1.0
rxn06317_c0,"flavanone,NADPH:oxygen oxidoreductase",0.0,3.8,-3.8,1.0
rxn06300_c0,L-Alanine:tRNA(Ala) ligase (AMP-forming),100.0,100.0,0.0,1.0
rxn06282_c0,S-Alkyl-L-cysteine alkylthiol-lyase (deaminating),100.0,100.0,0.0,1.0
rxn06280_c0,L-Tyrosine:tRNA(Tyr) ligase (AMP-forming),100.0,100.0,0.0,1.0
rxn06434_c0,L-Asparagine:tRNA(Asn) ligase (AMP-forming),100.0,100.0,0.0,1.0
rxn06253_c0,Alditol:NADP+ 1-oxidoreductase,0.0,5.06,-5.06,1.0
rxn06490_c0,S-Adenosyl-L-methionine:mRNA (guanine-N7-)-methyltransferase,100.0,100.0,0.0,1.0
rxn06499_c0,GTP:mRNA guanylyltransferase,100.0,100.0,0.0,1.0
rxn06991_c0,GcpE protein; nuclear gene for chloroplast product,100.0,100.0,0.0,1.0
rxn06972_c0,ATP:1-phosphatidyl-1D-myo-inositol-4-phosphate 3-phosphotransferase,0.0,1.27,-1.27,1.0
rxn06937_c0,L-glutamate:tRNA(Glu) ligase (AMP-forming),100.0,100.0,0.0,1.0
rxn06936_c0,L-Aspartate:tRNA(Asp) ligase (AMP-forming),100.0,100.0,0.0,1.0
rxn06901_c0,"Phospholipid:1,2-diacyl-sn-glycerol O-acyltransferase",0.0,8.86,-8.86,1.0
rxn06882_c0,10-Formyltetrahydrofolyl L-glutamate:L-glutamate gamma-ligase (ADP-forming),100.0,100.0,0.0,1.0
rxn06865_c0,R05146,100.0,97.47,2.53,1.0
rxn06848_c0,R05075,100.0,97.47,2.53,1.0
rxn06820_c0,O-phosphorylhomoserine:selenocysteine Se-(3-amino-3-carboxypropyl)transferase,100.0,96.2,3.8,1.0
rxn06817_c0,(5-L-glutamyl)-peptide:Se-Methylselenocysteine 5-glutamyltransferase,0.0,7.59,-7.59,1.0
rxn06729_c0,(R)-3-Hydroxytetradecanoly-[acyl-carrier-protein]:UDP-N-acetyl-glucosamine 3-O-(3-hydroxytetradecanoyl)transferase,100.0,100.0,0.0,1.0
rxn06723_c0,(3R)-3-hydroxymyristoyl-[acyl-carrier protein]:UDP-3-O-[(3R)-3-hydroxymyristoyl]-alpha-D-glucosamine N-acetyltransferase,100.0,100.0,0.0,1.0
rxn06493_c0,dihydrolipoylprotein:NAD+ oxidoreductase,0.0,3.8,-3.8,1.0
rxn06698_c0,(3R)-3-Hydroxypalmitoyl-[acyl-carrier protein] hydro-lyase,100.0,100.0,0.0,1.0
rxn06672_c0,biotin-carboxyl-carrier-protein:carbon-dioxide ligase (ADP-forming),100.0,100.0,0.0,1.0
rxn06641_c0,2'-Deoxyribonucleoside diphosphate:oxidized-thioredoxin 2'-oxidoreductase,100.0,100.0,0.0,1.0
rxn06630_c0,ATP:deoxynucleoside-phosphate phosphotransferase,0.0,1.27,-1.27,1.0
rxn06624_c0,Aminoacyl-tRNA aminoacylhydrolase,100.0,100.0,0.0,1.0
rxn06620_c0,Dolichyl-diphosphooligosaccharide:protein-L-asparagine oligopolysaccharidotransferase,100.0,100.0,0.0,1.0
rxn06608_c0,(5-L-glutamyl)-peptide:amino-acid 5-glutamyltransferase,0.0,7.59,-7.59,1.0
rxn06596_c0,"Fatty acid,reduced-flaboprotein:oxygen oxidoreductase (RH-hydroxylating or -epoxidizing)",0.0,2.53,-2.53,1.0
rxn06591_c0,L-glutamate-semialdehyde: NADP+ oxidoreductase(L-glutamyl-tRNA(Glu)-forming),100.0,100.0,0.0,1.0
rxn06557_c0,Hydrogen:ferricytochrome-c3 oxidoreductase,100.0,100.0,0.0,1.0
rxn06556_c0,Dodecanoyl-[acyl-carrier-protein] hydrolase,100.0,100.0,0.0,1.0
rxn06528_c0,gamma-glutamyltranspeptidase family protein,0.0,7.59,-7.59,1.0
rxn06527_c0,glutathione:protein-disulfide oxidoreductase,0.0,5.06,-5.06,1.0
rxn06673_c0,Acetyl-CoA:carbon-dioxide ligase (ADP-forming),100.0,100.0,0.0,1.0
rxn07173_c0,Acyl-CoA:sn-glycerol-3-phosphate 2-O-acyltransferase,0.0,1.27,-1.27,1.0
rxn06252_c0,Alditol:NAD+ 1-oxidoreductase,0.0,5.06,-5.06,1.0
rxn06234_c0,ATP:acylglycerol 3-phosphotransferase,0.0,1.27,-1.27,1.0
rxn05926_c0,Acyl-CoA:L-carnitine O-palmitoyltransferase,0.0,2.53,-2.53,1.0
rxn05910_c0,"L-cysteine,glutathione:NADP+ oxidoreductase (disulfide-forming)",100.0,100.0,0.0,1.0
rxn05902_c0,sulphite reductase,0.0,8.86,-8.86,1.0
rxn05895_c0,ferrocytochrome-b:nitrate oxidoreductase,100.0,100.0,0.0,1.0
rxn05771_c0,Ferrocytochrome c2:oxygen oxidoreductase,100.0,100.0,0.0,1.0
rxn05763_c0,dinucleotide nucleotidohydrolase,100.0,100.0,0.0,1.0
rxn05760_c0,L-Glutamate:ferredoxin oxidoreductase (transaminating),100.0,100.0,0.0,1.0
rxn05747_c0,quinone reductase,100.0,100.0,0.0,1.0
rxn05743_c0,inositol catabolic reactions (lumped),0.0,1.27,-1.27,1.0
rxn05736_c0,acyl-coenzyme A ligase,100.0,100.0,0.0,1.0
rxn05733_c0,"O3-acetyl-L-serine:thiosulfate 2-amino-2-carboxyethyltransferase (reducing, L-cysteine-forming)",100.0,100.0,0.0,1.0
rxn05693_c0,TRANS-RXNAVI-26524.ce.brachyexp.CPD-170_CPD-170,0.0,1.27,-1.27,1.0
rxn05927_c0,2.8.1.6-RXN,100.0,100.0,0.0,1.0
rxn05667_c0,TRANS-RXN4LZ-7041.ce,100.0,100.0,0.0,1.0
rxn05651_c0,sulfate transport in via proton symport,100.0,100.0,0.0,1.0
rxn05641_c0,xenobiotic-transporting ATPase,100.0,100.0,0.0,1.0
rxn05638_c0,TRANS-RXNBWI-115637.ce.maizeexp.PRO_PRO,100.0,100.0,0.0,1.0
rxn05634_c0,propionate transp or t in via proton symp or t,100.0,100.0,0.0,1.0
rxn05625_c0,"nitrite transport in via proton symport, reversible",0.0,2.53,-2.53,1.0
rxn05622_c0,Na(+)-transporting ATPase,100.0,100.0,0.0,1.0
rxn05619_c0,ATP phosphohydrolase (molybdate-importing),100.0,100.0,0.0,1.0
rxn05618_c0,manganese transport in via proton antiport,100.0,100.0,0.0,1.0
rxn05610_c0,D-mannose transport via PEP:Pyr PTS,0.0,2.53,-2.53,1.0
rxn05608_c0,ATP phosphohydrolase (disaccharide-importing),100.0,100.0,0.0,1.0
rxn05605_c0,Maltose permease MAL31,100.0,100.0,0.0,1.0
rxn05602_c0,L-lactate reversible transport via proton symport,100.0,100.0,0.0,1.0
rxn05654_c0,"Transport of succinate, extracellular",100.0,100.0,0.0,1.0
rxn06239_c0,"phosphoenolpyruvate:N-acyl-D-mannosamine-6-phosphate C-(1-carboxyvinyl)transferase (phosphate-hydrolysing, 2-carboxy-2-oxoethyl-forming)",100.0,100.0,0.0,1.0
rxn05938_c0,pyruvate ferredoxin oxidoreductase,100.0,100.0,0.0,1.0
rxn05957_c0,O4-succinyl-L-homoserine:hydrogen sulfide S-(3-amino-3-carboxypropyl)transferase,100.0,96.2,3.8,1.0
rxn06222_c0,"1,2-Diacyl-sn-glycerol:sterol O-acyltransferase",0.0,1.27,-1.27,1.0
rxn06218_c0,"1,2-Diacyl-sn-glycerol acylhydrolase",14.29,15.19,-0.9,1.0
rxn06202_c0,Protein-N(pai)-phosphohistidine:sugar N(pai)-phosphotransferase,0.0,3.8,-3.8,1.0
rxn06176_c0,testosterone 7alpha-hydroxylase,0.0,1.27,-1.27,1.0
rxn06141_c0,Acyl-CoA:2-acyl-sn-glycerol-3-phosphate O-acyltransferase,0.0,2.53,-2.53,1.0
rxn06138_c0,"1,2-diacyl-sn-glycerol 3-phosphate phosphohydrolase",0.0,1.27,-1.27,1.0
rxn06108_c0,NADH:ubiquinone oxidoreductase,100.0,100.0,0.0,1.0
rxn06092_c0,"CDPethanolamine:1,2-diacylglycerol ethanolaminephosphotransferase",0.0,7.59,-7.59,1.0
rxn06090_c0,Phsophatidyl-L-serine carboxy-lyase,100.0,100.0,0.0,1.0
rxn06087_c0,Phosphatidylethanolamine ethanolaminephosphohydrolase,0.0,2.53,-2.53,1.0
rxn06076_c0,2'-Deoxycytidine diphosphate:oxidized-thioredoxin 2'-oxidoreductase,100.0,100.0,0.0,1.0
rxn06075_c0,2'-Deoxyuridine 5'-diphosphate:oxidized-thioredoxin 2'-oxidoreductase,100.0,100.0,0.0,1.0
rxn05952_c0,glutathione:L-amino-acid 5-glutamyltransferase,0.0,7.59,-7.59,1.0
rxn06045_c0,CDP-diacylglycerol:sn-glycerol-3-phosphate 3-phosphatidyltransferase,28.57,35.44,-6.87,1.0
rxn06025_c0,(5-L-glutamyl)-peptide:taurine 5-glutamyltransferase,0.0,7.59,-7.59,1.0
rxn06023_c0,CoA:apo-[acyl-carrier-protein] pantetheinephosphotransferase,100.0,100.0,0.0,1.0
rxn05995_c0,Acyl-[acyl-carrier protein]:NADP+ oxidoreductase,100.0,100.0,0.0,1.0
rxn05994_c0,acyl-[acyl-carrier-protein]:NAD+ oxidoreductase,100.0,100.0,0.0,1.0
rxn05990_c0,triacylglycerol acylhydrolase,0.0,3.8,-3.8,1.0
rxn05971_c0,"CDP-choline:1,2-diacyl-sn-glycerol cholinephosphotransferase",14.29,11.39,2.89,1.0
rxn05968_c0,Acyl-CoA:1-acyl-sn-glycero-3-phosphocholine O-acyltransferase,0.0,1.27,-1.27,1.0
rxn05966_c0,Phosphatidylcholine 1-acylhydrolase,0.0,1.27,-1.27,1.0
rxn05965_c0,Phosphatidylcholine 2-acylhydrolase,14.29,12.66,1.63,1.0
rxn05964_c0,Phosphatidylcholine cholinephosphohydrolase,0.0,1.27,-1.27,1.0
rxn05962_c0,phosphatidylcholine acylhydrolase,0.0,10.13,-10.13,1.0
rxn05958_c0,S-ribosylhomocysteine lyase,100.0,98.73,1.27,1.0
rxn06044_c0,CDP-diacylglycerol:L-serine 3-phosphatidyltransferase,14.29,21.52,-7.23,1.0
rxn08549_c0,glycerol-3-phosphate acyltransferase (C16:0),0.0,6.33,-6.33,1.0
rxn07230_c0,"1-phosphatidyl-1D-myo-inositol-3,4-bisphosphate 4-phosphohydrolase",0.0,1.27,-1.27,1.0
rxn07260_c0,R07383,0.0,1.27,-1.27,1.0
rxn08391_c0,enoyl-[acyl-carrier-protein] reductase (NADPH) (n-C14:1),100.0,100.0,0.0,1.0
rxn08390_c0,enoyl-[acyl-carrier-protein] reductase (NADH) (n-C14:1),100.0,100.0,0.0,1.0
rxn08387_c0,enoyl-[acyl-carrier-protein] reductase (NADPH) (n-C12:1),100.0,100.0,0.0,1.0
rxn08386_c0,enoyl-[acyl-carrier-protein] reductase (NADH) (n-C12:1),100.0,100.0,0.0,1.0
rxn08359_c0,Dimethyl sulfide transport via diffusion (extracellular to periplasm),100.0,100.0,0.0,1.0
rxn08358_c0,Dimethyl sulfoxide transport via diffusion (extracellular to periplasm),100.0,100.0,0.0,1.0
rxn08352_c0,R08210,100.0,100.0,0.0,1.0
rxn08350_c0,D-lactate transport via proton symport (periplasm),100.0,100.0,0.0,1.0
rxn08335_c0,(S)-dihydroorotate:quinone oxidoreductase,100.0,100.0,0.0,1.0
rxn08311_c0,CDP-diacylglycerol synthetase (n-C18:0),100.0,97.47,2.53,1.0
rxn08307_c0,CDP-diacylglycerol synthetase (n-C14:0),0.0,12.66,-12.66,1.0
rxn08306_c0,CDP-diacylglycerol synthetase (n-C12:0),0.0,2.53,-2.53,1.0
rxn08392_c0,trans hexadecenoyl-[acp] reductase,100.0,100.0,0.0,1.0
rxn08300_c0,diacylglycerol kinase (n-C18:1),0.0,1.27,-1.27,1.0
rxn08291_c0,D-Amino acid dehydrogenase,100.0,97.47,2.53,1.0
rxn08288_c0,cytochrome oxidase bd (ubiquinol-8: 2 protons) (periplasm),100.0,100.0,0.0,1.0
rxn08280_c0,RXN0-3.cp,100.0,100.0,0.0,1.0
rxn08276_c0,Cyanide transport via diffusion (extracellular to periplasm),100.0,100.0,0.0,1.0
rxn08275_c0,copper transport out via proton antiport,100.0,100.0,0.0,1.0
rxn08240_c0,cobalt (Co+2) transport out via proton antiport (periplasm),100.0,100.0,0.0,1.0
rxn08239_c0,Cobalt (Co+2) ABC transporter (periplasm),100.0,100.0,0.0,1.0
rxn08233_c0,Chloride/proton antiport,100.0,100.0,0.0,1.0
rxn08230_c0,"cardiolipin synthase (periplasmic, n-C16:1)",0.0,1.27,-1.27,1.0
rxn08229_c0,"cardiolipin synthase (periplasmic, n-C16:0)",0.0,6.33,-6.33,1.0
rxn08228_c0,"cardiolipin synthase (periplasmic, n-C14:1)",0.0,2.53,-2.53,1.0
rxn08227_c0,"cardiolipin synthase (periplasmic, n-C14:0)",0.0,1.27,-1.27,1.0
rxn08297_c0,diacylglycerol kinase (n-C16:0),0.0,2.53,-2.53,1.0
rxn08223_c0,"cardiolipin hydrolase (periplasm, n-C16:1)",0.0,1.27,-1.27,1.0
rxn08393_c0,"trans hexadecenoyl-[acp] reductase (NADPH, B-specific)",100.0,100.0,0.0,1.0
rxn08395_c0,enoyl-[acyl-carrier-protein] reductase (NADPH) (n-C16:1),100.0,100.0,0.0,1.0
rxn08528_c0,fumarate reductase,100.0,100.0,0.0,1.0
rxn08527_c0,fumarate reductase,100.0,100.0,0.0,1.0
rxn08524_c0,"formate transport via proton symport (uptake only, periplasm)",14.29,16.46,-2.17,1.0
rxn08474_c0,RXN0-6.cp,100.0,100.0,0.0,1.0
rxn08473_c0,Transport of Fe2+,100.0,100.0,0.0,1.0
rxn08461_c0,formaldehyde transport via diffusion (extracellular to periplasm),100.0,100.0,0.0,1.0
rxn08457_c0,fatty-acid-CoA ligase (octanoate transport via vectoral Co-A coupling),100.0,100.0,0.0,1.0
rxn08456_c0,fatty-acid-CoA ligase (hexanoate transport via vectoral Co-A coupling),100.0,100.0,0.0,1.0
rxn08455_c0,fatty-acid-CoA ligase (octadecenoate transport via vectoral Co-A coupling),100.0,100.0,0.0,1.0
rxn08454_c0,fatty-acid-CoA ligase (octadecanoate transport via vectoral Co-A coupling),100.0,100.0,0.0,1.0
rxn08453_c0,fatty-acid-CoA ligase (hexadecenoate transport via vectoral Co-A coupling),100.0,100.0,0.0,1.0
rxn08452_c0,fatty-acid-CoA ligase (hexadecanoate transport via vectoral Co-A coupling),100.0,100.0,0.0,1.0
rxn08394_c0,enoyl-[acyl-carrier-protein] reductase (NADH) (n-C16:1),100.0,100.0,0.0,1.0
rxn08451_c0,fatty-acid-CoA ligase (tetradecenoate transport via vectoral Co-A coupling),100.0,100.0,0.0,1.0
rxn08449_c0,fatty-acid-CoA ligase (dodecanoate transport via vectoral Co-A coupling),100.0,100.0,0.0,1.0
rxn08448_c0,fatty-acid-CoA ligase (decanoate transport via vectoral Co-A coupling),100.0,100.0,0.0,1.0
rxn08444_c0,Stearoyl-CoA hydrolase,100.0,100.0,0.0,1.0
rxn08441_c0,myristoyl-CoA hydrolase,100.0,100.0,0.0,1.0
rxn08440_c0,lauroyl-CoA hydrolase,100.0,100.0,0.0,1.0
rxn08439_c0,decanoyl-CoA hydrolase,100.0,100.0,0.0,1.0
rxn08438_c0,R08157,100.0,100.0,0.0,1.0
rxn08434_c0,R08159,100.0,100.0,0.0,1.0
rxn08433_c0,R08158,100.0,100.0,0.0,1.0
rxn08428_c0,ethanol transport via diffusion (extracellular to periplasm),100.0,100.0,0.0,1.0
rxn08399_c0,enoyl-[acyl-carrier-protein] reductase (NADPH) (n-C18:1),100.0,100.0,0.0,1.0
rxn08398_c0,enoyl-[acyl-carrier-protein] reductase (NADH) (n-C18:1),100.0,100.0,0.0,1.0
rxn08450_c0,fatty-acid-CoA ligase (tetradecanoate transport via vectoral Co-A coupling),100.0,100.0,0.0,1.0
rxn07254_c0,L-1-phosphatidylethanolamine:L-serine phosphatidyltransferase,0.0,1.27,-1.27,1.0
rxn08222_c0,"cardiolipin hydrolase (periplasm, n-C16:0)",0.0,6.33,-6.33,1.0
rxn08220_c0,"cardiolipin hydrolase (periplasm, n-C14:0)",0.0,1.27,-1.27,1.0
rxn08014_c0,myristate-[acyl-carrier-protein] ligase,100.0,100.0,0.0,1.0
rxn08013_c0,RXN0-6550.c,100.0,100.0,0.0,1.0
rxn08002_c0,3-oxoacyl-[acyl-carrier-protein] synthase (n-C18:1),100.0,100.0,0.0,1.0
rxn08001_c0,3-oxoacyl-[acyl-carrier-protein] synthase (n-C18:0),100.0,100.0,0.0,1.0
rxn08000_c0,3-oxoacyl-[acyl-carrier-protein] synthase (n-C16:1),100.0,100.0,0.0,1.0
rxn07998_c0,3-oxoacyl-[acyl-carrier-protein] synthase (n-C14:1),100.0,100.0,0.0,1.0
rxn07997_c0,3-oxoacyl-[acyl-carrier-protein] synthase (n-C12:1),100.0,100.0,0.0,1.0
rxn07981_c0,3-hydroxyacyl-[acyl-carrier-protein] dehydratase (n-C4:0),100.0,100.0,0.0,1.0
rxn07980_c0,3-hydroxyacyl-[acyl-carrier-protein] dehydratase (n-C18:1),100.0,100.0,0.0,1.0
rxn07979_c0,3-hydroxyacyl-[acyl-carrier-protein] dehydratase (n-C18:0),100.0,100.0,0.0,1.0
rxn07978_c0,3-hydroxyacyl-[acyl-carrier-protein] dehydratase (n-C16:1),100.0,100.0,0.0,1.0
rxn07977_c0,3-hydroxyacyl-[acyl-carrier-protein] dehydratase (n-C14:1),100.0,100.0,0.0,1.0
rxn08020_c0,laurate-[acyl-carrier-protein] ligase,100.0,100.0,0.0,1.0
rxn07976_c0,3-hydroxyacyl-[acyl-carrier-protein] dehydratase (n-C12:1),100.0,100.0,0.0,1.0
rxn07921_c0,"(S)-Propane-1,2-diol transport via diffusion (extracellular to periplasm)",100.0,100.0,0.0,1.0
rxn07919_c0,"(R)-Propane-1,2-diol transport via diffusion (extracellular to periplasm)",100.0,100.0,0.0,1.0
rxn07787_c0,"flavanone,2-oxoglutarate:oxygen oxidoreductase (3-hydroxylating)",100.0,97.47,2.53,1.0
rxn07786_c0,"flavanone,2-oxoglutarate:oxygen oxidoreductase (3-hydroxylating)",100.0,97.47,2.53,1.0
rxn07783_c0,"flavanone,2-oxoglutarate:oxygen oxidoreductase (3-hydroxylating)",100.0,97.47,2.53,1.0
rxn07579_c0,R07765,100.0,100.0,0.0,1.0
rxn07523_c0,R07709,0.0,3.8,-3.8,1.0
rxn07476_c0,UDP-4-deoxy-4-formamido-L-arabinose:undecaprenyl-phosphate 4-deoxy-4-formamido-L-arabinosyltransferase,0.0,1.27,-1.27,1.0
rxn07474_c0,R07659,100.0,100.0,0.0,1.0
rxn07456_c0,R07641,100.0,100.0,0.0,1.0
rxn07312_c0,R07481,100.0,100.0,0.0,1.0
rxn07262_c0,R07385,0.0,1.27,-1.27,1.0
rxn07949_c0,2-acyl-glycerophospho-ethanolamine acyltransferase (n-C16:0),0.0,3.8,-3.8,1.0
rxn08221_c0,"cardiolipin hydrolase (periplasm, n-C14:1)",0.0,2.53,-2.53,1.0
rxn08021_c0,acyl-[acyl-carrier-protein] synthetase  (n-C10:0),100.0,100.0,0.0,1.0
rxn08032_c0,acetaldehyde transport via diffusion (extracellular to periplasm),100.0,100.0,0.0,1.0
rxn08209_c0,"cyclopropane fatty acid synthase (Phosphatidylglycerol, n-C18:0)",100.0,100.0,0.0,1.0
rxn08208_c0,"cyclopropane fatty acid synthase (Phosphatidylethanolamine, n-C18:0)",100.0,100.0,0.0,1.0
rxn08207_c0,"cyclopropane fatty acid synthase (Phosphatidylglycerol, n-C16:0)",100.0,100.0,0.0,1.0
rxn08206_c0,"cyclopropane fatty acid synthase (Phosphatidylethanolamine, n-C16:0)",100.0,100.0,0.0,1.0
rxn08202_c0,CDP-Diacylglycerol pyrophostatase (n-C16:0),0.0,12.66,-12.66,1.0
rxn08200_c0,CDP-Diacylglycerol pyrophostatase (n-C14:0),0.0,1.27,-1.27,1.0
rxn08196_c0,TRANS-RXN0-244.cp,100.0,100.0,0.0,1.0
rxn08185_c0,calcium (Ca+2) transport out via proton antiport (periplasm),14.29,18.99,-4.7,1.0
rxn08173_c0,F(1)-ATPase,100.0,100.0,0.0,1.0
rxn08168_c0,L-aspartate : fumarate oxidoreductase (deaminating),100.0,100.0,0.0,1.0
rxn08160_c0,L-asparagine transport via ABC system (periplasm),100.0,100.0,0.0,1.0
rxn08141_c0,L-arabinose transport via proton antiport (periplasm),100.0,97.47,2.53,1.0
rxn08022_c0,RXN-5741.c,100.0,100.0,0.0,1.0
rxn08131_c0,4-amino-2-methyl-5-phosphomethylpyrimidine synthetase,100.0,100.0,0.0,1.0
rxn08129_c0,Amylomaltase (maltohexaose),0.0,1.27,-1.27,1.0
rxn08128_c0,Amylomaltase (maltopentaose),0.0,1.27,-1.27,1.0
rxn08127_c0,Amylomaltase (maltotetraose),0.0,1.27,-1.27,1.0
rxn08126_c0,Amylomaltase (maltotriose),0.0,1.27,-1.27,1.0
rxn08097_c0,L-alanine transport via ABC system (periplasm),100.0,100.0,0.0,1.0
rxn08094_c0,2-Oxoglutarate dehydrogenase complex,0.0,3.8,-3.8,1.0
rxn08088_c0,1-octadecanoyl-sn-glycerol 3-phosphate O-acyltransferase (n-C18:0),100.0,97.47,2.53,1.0
rxn08086_c0,1-hexadecanoyl-sn-glycerol 3-phosphate O-acyltransferase (n-C16:0),0.0,6.33,-6.33,1.0
rxn08068_c0,TRANS-RXN-108A.cp,0.0,5.06,-5.06,1.0
rxn08062_c0,Na+/Acetate symport (periplasm),100.0,100.0,0.0,1.0
rxn08061_c0,acetate reversible transport via proton symport (periplasm),0.0,7.59,-7.59,1.0
rxn08043_c0,pyruvate:2-oxobutanoate acetaldehydetransferase (decarboxylating),100.0,100.0,0.0,1.0
rxn08130_c0,ADOMET-DMK-METHYLTRANSFER-RXN.c,100.0,100.0,0.0,1.0
rxn09135_c0,"Phospholipase A1 (phosphatidylethanolamine, n-C18:0) (periplasm)",0.0,3.8,-3.8,1.0
rxn09831_c0,tyrosine peroxisomal transport via proton symport,0.0,1.27,-1.27,1.0
rxn09138_c0,"Phospholipase A1 (phosphatidylglycerol, n-C14:0) (periplasm)",0.0,3.8,-3.8,1.0
rxn15278_c0,Isocitrate:NADP+ oxidoreductase,100.0,100.0,0.0,1.0
rxn15276_c0,Ribitol:NAD+ 2-oxidoreductase,0.0,1.27,-1.27,1.0
rxn15271_c0,beta-D-Fructose 6-phosphate:D-glyceraldehyde-3-phosphate glycolaldehyde transferase,100.0,100.0,0.0,1.0
rxn15267_c0,N-Acetylneuraminate pyruvate-lyase (N-acetyl-D-mannosamine-forming),0.0,5.06,-5.06,1.0
rxn15266_c0,N-Acetylneuraminate pyruvate-lyase (N-acetyl-D-mannosamine-forming),0.0,1.27,-1.27,1.0
rxn15255_c0,"phosphoenolpyruvate:N-acetyl-D-mannosamine C-(1-carboxyvinyl)transferase (phosphate-hydrolysing, 2-carboxy-2-oxoethyl-forming)",100.0,100.0,0.0,1.0
rxn15254_c0,"phosphoenolpyruvate:N-acetyl-D-mannosamine C-(1-carboxyvinyl)transferase (phosphate-hydrolysing, 2-carboxy-2-oxoethyl-forming)",100.0,100.0,0.0,1.0
rxn15249_c0,ATP:alpha-D-glucose 6-phosphotransferase,0.0,1.27,-1.27,1.0
rxn15248_c0,Inosine ribohydrolase,100.0,100.0,0.0,1.0
rxn15241_c0,L-Arabitol:NADP+ 1-oxidoreductase,0.0,5.06,-5.06,1.0
rxn15240_c0,L-Arabitol:NADP+ 1-oxidoreductase,0.0,5.06,-5.06,1.0
rxn15239_c0,L-Arabitol:NAD+ 1-oxidoreductase,0.0,5.06,-5.06,1.0
rxn15238_c0,L-Arabitol:NAD+ 1-oxidoreductase,0.0,5.06,-5.06,1.0
rxn15229_c0,Guanosine ribohydrolase,100.0,100.0,0.0,1.0
rxn15228_c0,Sedoheptulose-7-phosphate:D-glyceraldehyde-3-phosphate glycolaldehyde transferase,100.0,100.0,0.0,1.0
rxn15227_c0,D-arabinose aldose-ketose-isomerase,0.0,1.27,-1.27,1.0
rxn15213_c0,D-glucuronate aldose-ketose-isomerase,0.0,2.53,-2.53,1.0
rxn15212_c0,L-Gulonate:NADP+ 6-oxidoreductase,0.0,2.53,-2.53,1.0
rxn15190_c0,xylitol:NADP+ oxidoreductase,0.0,5.06,-5.06,1.0
rxn15189_c0,xylitol:NADP+ oxidoreductase,0.0,5.06,-5.06,1.0
rxn15172_c0,citrate hydroxymutase,100.0,100.0,0.0,1.0
rxn15171_c0,citrate hydroxymutase,100.0,100.0,0.0,1.0
rxn15170_c0,Phosphatidylcholine 1-acylhydrolase,0.0,1.27,-1.27,1.0
