reaction,name,pct_st658,pct_others,pct_diff,p
rxn05644_c0,D-ribose transport out via ABC system,75.0,26.83,48.17,0.07202544789280241
rxn10204_c0,acyl-CoA:sn-glycerol-3-phosphate 1-O-acyltransferase,75.0,26.83,48.17,0.07202544789280241
rxn02142_c0,3-oxoadipate:NADP+ oxidoreductase,25.0,73.17,-48.17,0.07202544789280242
rxn02141_c0,3-oxoadipate:NAD+ oxidoreductase,25.0,73.17,-48.17,0.07202544789280242
rxn01032_c0,Benzaldehyde:NAD+ oxidoreductase,25.0,73.17,-48.17,0.07202544789280242
rxn14044_c0,L-fucose:NAD+ 1-oxidoreductase,25.0,73.17,-48.17,0.07202544789280242
rxn01122_c0,D-altronate hydro-lyase (2-dehydro-3-deoxy-D-gluconate-forming),25.0,73.17,-48.17,0.07202544789280242
rxn02770_c0,L-Rhamnofuranose:NAD+ 1-oxidoreductase,25.0,73.17,-48.17,0.07202544789280242
rxn13788_c0,1-pyrroline dehydrogenase,25.0,73.17,-48.17,0.07202544789280242
rxn01053_c0,(S)-lactaldehyde:NAD+ oxidoreductase,25.0,73.17,-48.17,0.07202544789280242
rxn00149_c0,pyruvaldehyde:NAD+ oxidoreductase,25.0,73.17,-48.17,0.07202544789280242
rxn02273_c0,4-Guanidinobutanal:NAD+ 1-oxidoreductase,25.0,73.17,-48.17,0.07202544789280242
rxn02575_c0,UDPglucose:coniferyl-alcohol 4'-beta-D-glucosyltransferase,25.0,73.17,-48.17,0.07202544789280242
rxn00957_c0,4-hydroxybenzaldehyde:NAD+ oxidoreductase,25.0,73.17,-48.17,0.07202544789280242
rxn00429_c0,Formaldehyde:NAD+ oxidoreductase,25.0,73.17,-48.17,0.07202544789280242
rxn07482_c0,3-hydroxybenzaldehyde:NAD+ oxidoreductase,25.0,73.17,-48.17,0.07202544789280242
rxn02172_c0,D-Arabinonate hydro-lyase,25.0,73.17,-48.17,0.07202544789280242
rxn03455_c0,6-oxohexanoate:NADP oxidoreductase,25.0,73.17,-48.17,0.07202544789280242
rxn03550_c0,p-cumic aldehyde:NAD+ oxidoreductase,25.0,73.17,-48.17,0.07202544789280242
rxn04951_c0,fluoroacetaldehyde:NAD+ oxidoreductase,25.0,73.17,-48.17,0.07202544789280242
rxn03584_c0,4-formylbenzenesulfonate:NAD+ oxidoreductase,25.0,73.17,-48.17,0.07202544789280242
rxn01840_c0,Phenylacetaldehyde:NAD+ oxidoreductase,25.0,73.17,-48.17,0.07202544789280242
rxn38972_c0,RXN-6903.m.chlamyexp.NAD_NADH,25.0,73.17,-48.17,0.07202544789280242
rxn38971_c0,RXN-6903.m.chlamyexp.NADP_NADPH,25.0,73.17,-48.17,0.07202544789280242
rxn03935_c0,R05664,25.0,73.17,-48.17,0.07202544789280242
rxn05573_c0,D-glucose transport in via proton symport,25.0,73.17,-48.17,0.07202544789280242
rxn11896_c0,retinal:NAD+ oxidoreductase,25.0,73.17,-48.17,0.07202544789280242
rxn05566_c0,D-galactose transport in via proton symport,25.0,73.17,-48.17,0.07202544789280242
rxn03583_c0,4-(hydroxymethyl)benzenesulfonate:NAD+ oxidoreductase,25.0,73.17,-48.17,0.07202544789280242
rxn01867_c0,p-cumic alcohol:NAD+ oxidoreductase,25.0,73.17,-48.17,0.07202544789280242
rxn01529_c0,retinal:NAD+ oxidoreductase,25.0,73.17,-48.17,0.07202544789280242
rxn03934_c0,R05663,25.0,73.17,-48.17,0.07202544789280242
rxn16086_c0,maleylacetate reductase,25.0,73.17,-48.17,0.07202544789280242
rxn01888_c0,UDPglucose:coniferyl-alcohol 4'-beta-D-glucosyltransferase,25.0,73.17,-48.17,0.07202544789280242
rxn90071_c0,methylene tetrahydrofolate reductase (bifurcating),25.0,73.17,-48.17,0.07202544789280242
rxn01918_c0,Gentisate aldehyde:NAD+ oxidoreductase,25.0,73.17,-48.17,0.07202544789280242
rxn09655_c0,TRANS-RXNAVI-26524.ce.brachyexp.TREHALOSE_TREHALOSE,25.0,73.17,-48.17,0.07202544789280242
rxn09663_c0,TRANS-RXNAVI-26524.ce.brachyexp.CPD-10330_CPD-10330,25.0,73.17,-48.17,0.07202544789280242
rxn01729_c0,glutarate-semialdehyde:NAD+ oxidoreductase,25.0,73.17,-48.17,0.07202544789280242
rxn01943_c0,4-Hydroxyphenylacetaldehyde:NAD+ oxidoreductase,25.0,73.17,-48.17,0.07202544789280242
rxn03551_c0,4-Hydroxymuconic-semialdehyde:NAD+ oxidoreductase,25.0,73.17,-48.17,0.07202544789280242
rxn12681_c0,Vanillin: NAD oxidoreductase (34dhbald),25.0,73.17,-48.17,0.07202544789280242
rxn03601_c0,p-Methylbenzaldehyde:NADP+ oxidoreductase,25.0,73.17,-48.17,0.07202544789280242
rxn01993_c0,2-Hydroxymuconate semialdehyde:NAD+ 6-oxidoreductase,25.0,73.17,-48.17,0.07202544789280242
rxn03969_c0,vanillin:NAD oxidoreductase,25.0,73.17,-48.17,0.07202544789280242
rxn02815_c0,UDPglucose:coniferyl-alcohol 4'-beta-D-glucosyltransferase,25.0,73.17,-48.17,0.07202544789280242
rxn05569_c0,D-glucosamine transport via PEP:Pyr PTS,75.0,28.05,46.95,0.08050180004756176
rxn09427_c0,fatty-acyl-CoA synthase (n-C18:0CoA),75.0,28.05,46.95,0.08050180004756176
rxn08669_c0,Glycerophosphodiester phosphodiesterase,75.0,28.05,46.95,0.08050180004756176
rxn13152_c0,"Acyl-[acyl-carrier-protein] transporter, mitochondrial",75.0,29.27,45.73,0.08953146963464567
EX_cpd11494_e0,Acetyl-ACP-e0 Exchange,75.0,29.27,45.73,0.08953146963464567
rxn02516_c0,L-cysteine hydrogen-sulfide-lyase (adding HCN),25.0,1.22,23.78,0.09138166894664844
rxn02041_c0,Cysteine hydrogen-sulfide-lyase (adding HCN),25.0,1.22,23.78,0.09138166894664844
rxn15370_c0,Cysteine hydrogen-sulfide-lyase (adding HCN),25.0,1.22,23.78,0.09138166894664844
rxn31363_c0,"aldehyde dehydrogenase, putative / antiquitin, putative",75.0,31.71,43.29,0.10926441745092544
rxn11158_c0,ammonia transporter,25.0,68.29,-43.29,0.10926441745092544
rxn03572_c0,"cytochrome P450, CYP711 clan  [SP:A8ITR3_CHLRE]",75.0,31.71,43.29,0.10926441745092544
rxn19870_c0,threonine aldolase,0.0,51.22,-51.22,0.11663507655794178
rxn09429_c0,fatty acid synthase (n-C18:0),0.0,50.0,-50.0,0.11785190400060275
rxn06080_c0,Phosphatidylglycerophosphate phosphohydrolase,0.0,47.56,-47.56,0.12272627739804243
rxn05909_c0,"L-serine hydro-lyase (adding hydrogen sulfide, L-cysteine-forming)",0.0,45.12,-45.12,0.13087534817793747
rxn38273_c0,PRPPSYN-RXN.e,100.0,54.88,45.12,0.13087534817793747
rxn27664_c0,Acetolactate synthase,25.0,2.44,22.56,0.13464920852061754
rxn15668_c0,1D-myo-inositol-3-phosphate lyase (isomerizing),25.0,2.44,22.56,0.13464920852061754
rxn09165_c0,TRANS-RXN-117.cp,0.0,42.68,-42.68,0.14233678901653124
rxn06043_c0,CTP:phosphatidate cytidyltransferase,75.0,35.37,39.63,0.1430619880342162
rxn05308_c0,Pantothenate reversible transport via proton symport,100.0,58.54,41.46,0.1493255413681303
rxn00048_c0,"6,7-Dimethyl-8-(1-D-ribityl)lumazine:6,7-dimethyl-8-(1-D-ribityl)lumazine 2,3-butanediyltransferase",25.0,63.41,-38.41,0.15544122944778918
rxn13017_c0,Inositol phosphosphingolipids phospholipase C,25.0,3.66,21.34,0.1763528611220336
rxn05147_c0,D-Glucose-ABC transport,75.0,95.12,-20.12,0.21653077033559295
rxn01340_c0,rxn01340,25.0,4.88,20.12,0.21653077033559295
rxn10839_c0,ATP phosphohydrolase (disaccharide-importing),75.0,95.12,-20.12,0.21653077033559295
rxn09153_c0,"Phospholipase A2 (phosphatidylethanolamine, n-C14:1) (periplasm)",25.0,6.1,18.9,0.25522060883753894
rxn12459_c0,transport of l-tyrosine [extraorganism-cytosol](secondary symport),25.0,6.1,18.9,0.25522060883753894
rxn02940_c0,"Oxalyl-CoA:L-2,3-diaminopropanoate N3-oxalyltransferase",75.0,93.9,-18.9,0.25522060883753894
rxn09814_c0,glutamine nuclear transport via proton symport,25.0,6.1,18.9,0.25522060883753894
EX_cpd00100_e0,Glycerol-e0 Exchange,100.0,62.2,37.8,0.29184315923062976
rxn05578_c0,TRANS-RXNBWI-115531.ce,100.0,62.2,37.8,0.29184315923062976
rxn12529_c0,TRANS-RXNAVI-26524.ce.brachyexp.GLYCEROL_GLYCEROL,100.0,62.2,37.8,0.29184315923062976
EX_cpd00028_e0,Heme-e0 Exchange,0.0,39.02,-39.02,0.29198725721726065
rxn09120_c0,TRANS-RXN-114.cp,100.0,60.98,39.02,0.29198725721726065
rxn02774_c0,S-Adenosyl-L-methionine:uroporphyrin-III C-methyltransferase,0.0,39.02,-39.02,0.29198725721726065
rxn08848_c0,"Lysophospholipase L2 (2-acylglycerophosphoglycerol, n-C16:0)",0.0,39.02,-39.02,0.29198725721726065
rxn05278_c0,b-ketoacyl synthetase (Iso-C15:0),25.0,7.32,17.68,0.29245957839566195
rxn11954_c0,"androstenedione,reduced-flavoprotein:oxygen 19-oxidoreductase",25.0,7.32,17.68,0.29245957839566195
rxn06045_c0,CDP-diacylglycerol:sn-glycerol-3-phosphate 3-phosphatidyltransferase,0.0,36.59,-36.59,0.2929309577571573
rxn09140_c0,"Phospholipase A1 (phosphatidylglycerol, n-C16:0) (periplasm)",0.0,40.24,-40.24,0.29333499720986744
rxn09208_c0,Phosphatidylserine syntase (n-C16:0),0.0,35.37,-35.37,0.2952779654871195
rxn09133_c0,"Phospholipase A1 (phosphatidylethanolamine, n-C16:0) (periplasm)",0.0,35.37,-35.37,0.2952779654871195
rxn13395_c0,sirohydrochlorin dehydrogenase,75.0,37.8,37.2,0.29585718288436136
rxn03924_c0,taurine:pyruvate aminotransferase,0.0,34.15,-34.15,0.2989105532938869
rxn28083_c0,glutamate-prephenate aminotransferase,0.0,34.15,-34.15,0.2989105532938869
rxn30216_c0,NAD(+) transport (Peroxisomal membrane),0.0,34.15,-34.15,0.2989105532938869
rxn00211_c0,UDP-glucose:NAD+ 6-oxidoreductase,25.0,60.98,-35.98,0.29952367609974784
rxn00929_c0,L-Proline:NAD+ 5-oxidoreductase,25.0,60.98,-35.98,0.29952367609974784
rxn11196_c0,acetyl-CoA carboxylase carboxyl transferase subunit alpha,75.0,39.02,35.98,0.29952367609974784
rxn03358_c0,3-Hydroxykynurenamine:oxygen oxidoreductase(deaminating)(flavin-containing),25.0,60.98,-35.98,0.29952367609974784
rxn03195_c0,N-Methylhistamine:oxygen oxidoreductase (deaminating) (copper-containing),25.0,59.76,-34.76,0.3043033968981261
rxn01715_c0,Tyramine:oxygen oxidoreductase(deaminating)(flavin-containing),25.0,59.76,-34.76,0.3043033968981261
rxn02993_c0,"4-(2-Aminoethyl)-1,2-benzenediol:oxygen oxidoreductase(deaminating)(flavin-containing)",25.0,59.76,-34.76,0.3043033968981261
rxn01564_c0,Tryptamine:oxygen oxidoreductase(deaminating),25.0,59.76,-34.76,0.3043033968981261
rxn03346_c0,L-Metanephrine:oxygen oxidoreductase (deaminating) (flavin-containing),25.0,59.76,-34.76,0.3043033968981261
rxn12039_c0,Demethylcitalopram:oxygen oxidoreductase(deaminating)(flavin-containing),25.0,59.76,-34.76,0.3043033968981261
rxn12038_c0,Citalopram:oxygen oxidoreductase(deaminating)(flavin-containing),25.0,59.76,-34.76,0.3043033968981261
rxn02081_c0,5-Hydroxytryptamine:oxygen oxidoreductase(deaminating)(flavin-containing),25.0,59.76,-34.76,0.3043033968981261
rxn03359_c0,5-Hydroxykynurenamine:oxygen oxidoreductase(deaminating)(flavin-containing),25.0,59.76,-34.76,0.3043033968981261
rxn01833_c0,aminoacetone:oxygen oxidoreductase(deaminating),25.0,59.76,-34.76,0.3043033968981261
rxn02826_c0,N-Acetylputrescine:oxygen oxidoreductase(deaminating)(flavin-containing),25.0,59.76,-34.76,0.3043033968981261
rxn25797_c0,RXN-9739.c,25.0,59.76,-34.76,0.3043033968981261
rxn02087_c0,"4-[(1R)-1-Hydroxy-2-(methylamino)ethyl]-1,2-benzenediol:oxygen oxidoreductase(deaminating)(flavin-containing)",25.0,59.76,-34.76,0.3043033968981261
rxn01836_c0,"4-[(1R)-2-Amino-1-hydroxyethyl]-1,2-benzenediol:oxygen oxidoreductase(deaminating)(flavin-containing)",25.0,59.76,-34.76,0.3043033968981261
rxn11875_c0,didemethylcitalopram:oxygen oxidoreductase(deaminating)(flavin-containing),25.0,59.76,-34.76,0.3043033968981261
rxn01903_c0,Phenethylamine:oxygen oxidoreductase (deaminating),25.0,59.76,-34.76,0.3043033968981261
rxn03342_c0,3-Methoxytyramine:oxygen oxidoreductase (deaminating) (copper-containing),25.0,59.76,-34.76,0.3043033968981261
rxn03345_c0,L-Normetanephrine:oxygen oxidoreductase (deaminating) (copper-containing),25.0,59.76,-34.76,0.3043033968981261
EX_cpd00080_e0,Glycerol-3-phosphate-e0 Exchange,25.0,58.54,-33.54,0.3101643235046891
rxn08188_c0,calcium / sodium antiporter (1:1),25.0,57.32,-32.32,0.31707349232772397
EX_cpd00105_e0,D-Ribose-e0 Exchange,25.0,57.32,-32.32,0.31707349232772397
rxn08310_c0,CDP-diacylglycerol synthetase (n-C16:1),25.0,57.32,-32.32,0.31707349232772397
rxn00505_c0,Isocitrate:NAD+ oxidoreductase (decarboxylating),0.0,30.49,-30.49,0.31777137865513255
rxn32380_c0,diphosphate 5-phospho-alpha-D-ribosyltransferase,0.0,30.49,-30.49,0.31777137865513255
rxn32434_c0,"5,6,7,8-Tetrahydrofolate:NAD+ oxidoreductase",0.0,30.49,-30.49,0.31777137865513255
rxn09177_c0,(R)-4'-Phosphopantothenate:L-cysteine ligase,100.0,69.51,30.49,0.3177713786551326
rxn07987_c0,3-oxoacyl-[acyl-carrier-protein] reductase (n-C12:1),75.0,43.9,31.1,0.3249969979586118
rxn07989_c0,3-oxoacyl-[acyl-carrier-protein] reductase (n-C14:1),75.0,43.9,31.1,0.3249969979586118
rxn07991_c0,3-oxoacyl-[acyl-carrier-protein] reductase (n-C16:1),75.0,43.9,31.1,0.3249969979586118
rxn07993_c0,3-oxoacyl-[acyl-carrier-protein] reductase (n-C18:1),75.0,43.9,31.1,0.3249969979586118
rxn07992_c0,3-oxoacyl-[acyl-carrier-protein] reductase (n-C18:0),75.0,43.9,31.1,0.3249969979586118
rxn06038_c0,(3R)-3-Hydroxyacyl-CoA:NADP+ oxidoreductase,25.0,56.1,-31.1,0.32499699795861187
rxn11381_c0,BHBDCLOS-RXN.c,25.0,56.1,-31.1,0.32499699795861187
rxn01453_c0,(R)-3-Hydroxybutanoyl-CoA:NADP+ oxidoreductase,25.0,56.1,-31.1,0.32499699795861187
rxn12767_c0,(3R)-3-Hydroxyacyl-CoA:NADP+ oxidoreductase,25.0,56.1,-31.1,0.32499699795861187
rxn12768_c0,(R)-Hydroxyacyl-CoA:NADP oxidoreductase,25.0,56.1,-31.1,0.32499699795861187
rxn12769_c0,(3R)-3-Hydroxyacyl-CoA:NADP+ oxidoreductase,25.0,56.1,-31.1,0.32499699795861187
rxn12770_c0,(3R)-3-Hydroxyacyl-CoA:NADP+ oxidoreductase,25.0,56.1,-31.1,0.32499699795861187
rxn12771_c0,(3R)-3-Hydroxyacyl-CoA:NADP+ oxidoreductase,25.0,56.1,-31.1,0.32499699795861187
rxn03861_c0,(S)-3-Hydroxybutanoyl-CoA:NADP+ oxidoreductase,25.0,56.1,-31.1,0.32499699795861187
rxn00543_c0,ethanol:NAD+ oxidoreductase,75.0,45.12,29.88,0.33389999317182734
rxn11992_c0,R03697,25.0,53.66,-28.66,0.3437466889249394
rxn09209_c0,Phosphatidylserine syntase (n-C16:1),25.0,52.44,-27.44,0.354500354358611
EX_cpd11822_e0,1-Phosphatidyl-myo-inositol-e0 Exchange,25.0,12.2,12.8,0.4276343207498746
rxn00565_c0,Sulfur:oxygen oxidoreductase,25.0,12.2,12.8,0.4276343207498746
rxn09810_c0,"phosphatidyl-1D-myo-insoitol nuclear transport, yeast-specific",25.0,12.2,12.8,0.4276343207498746
rxn33365_c0,XMP:pyrophosphate phosphoribosyltransferase,25.0,12.2,12.8,0.4276343207498746
rxn09114_c0,Phosphatidylglycerol synthase (n-C18:1),25.0,14.63,10.37,0.48744911245529304
rxn08524_c0,"formate transport via proton symport (uptake only, periplasm)",25.0,15.85,9.15,0.515534092594729
rxn11216_c0,betaine ABC transporter permease and substrate binding protein,100.0,74.39,25.61,0.5680450941934634
rxn19872_c0,dimethylallyltranstransferase,0.0,25.61,-25.61,0.5680450941934634
rxn32623_c0,"ditrans,hexacis-nonaprenyl-diphosphate:isopentenyl-diphosphate",0.0,25.61,-25.61,0.5680450941934634
rxn08745_c0,ABC-15-RXN.cp,25.0,18.29,6.71,0.5682263939478847
rxn02009_c0,UDP-N-acetylmuramoyl-L-alanyl-D-glutamate:L-lysine gamma-ligase (ADP-forming),0.0,26.83,-26.83,0.5683615446739076
rxn10213_c0,stearoyl-1-acylglycerol-3-phosphate O-acyltransferase,0.0,26.83,-26.83,0.5683615446739076
rxn09127_c0,"Phospholipase A1 (phosphatidate, n-C16:1) (periplasm)",0.0,26.83,-26.83,0.5683615446739076
rxn18917_c0,GriP mutase,0.0,26.83,-26.83,0.5683615446739076
rxn09157_c0,"Phospholipase A2 (phosphatidylethanolamine, n-C18:1) (periplasm)",0.0,26.83,-26.83,0.5683615446739076
rxn00358_c0,UDP-D-galactopyranose furanomutase,100.0,73.17,26.83,0.5683615446739078
rxn09111_c0,Phosphatidylglycerol synthase (n-C16:0),0.0,24.39,-24.39,0.569024583775791
rxn05579_c0,"Glycine betaine transport via proton symport, reversible",100.0,75.61,24.39,0.569024583775791
rxn13853_c0,TRANS-RXNAVI-26732.ce.brachyexp.MANNITOL_MANNITOL,0.0,24.39,-24.39,0.569024583775791
rxn08309_c0,CDP-diacylglycerol synthetase (n-C16:0),0.0,24.39,-24.39,0.569024583775791
EX_cpd00540_e0,BET-e0 Exchange,100.0,75.61,24.39,0.569024583775791
rxn00470_c0,L-ornithine carboxy-lyase (putrescine-forming),100.0,75.61,24.39,0.569024583775791
rxn12858_c0,Aureobasidin A resistance protein,0.0,24.39,-24.39,0.569024583775791
EX_cpd00314_e0,D-Mannitol-e0 Exchange,0.0,24.39,-24.39,0.569024583775791
rxn12375_c0,transport of betaine [extraorganism-cytosol](secondary symport),100.0,75.61,24.39,0.569024583775791
rxn12221_c0,sirohydrochlorin ferrochelatase,0.0,28.05,-28.05,0.56989435168856
rxn00324_c0,glycolate:NADP+ oxidoreductase,0.0,28.05,-28.05,0.56989435168856
rxn15776_c0,R08677,0.0,23.17,-23.17,0.5713814805832671
rxn12045_c0,glutathione:glutathionylaminopropylcadaverine ligase (ADP-forming),0.0,23.17,-23.17,0.5713814805832671
rxn05313_c0,phosphate transport in/out via three Na+ symporter,0.0,29.27,-29.27,0.5725658153426683
rxn00621_c0,CTP:sn-glycerol-3-phosphate cytidylyltransferase,0.0,21.95,-21.95,0.5751991354120801
EX_cpd00154_e0,Xylose-e0 Exchange,0.0,21.95,-21.95,0.5751991354120801
rxn10719_c0,arabinan complex formation (M tb),0.0,21.95,-21.95,0.5751991354120801
rxn10029_c0,b-ketoacyl synthetase (octadecanoate),0.0,21.95,-21.95,0.5751991354120801
rxn10690_c0,arabinofuranosyl transferase (M tb),0.0,21.95,-21.95,0.5751991354120801
rxn10687_c0,galactofuranose transferse (M tb),0.0,21.95,-21.95,0.5751991354120801
rxn15695_c0,3-sulfolactate bisulfite-lyase,0.0,21.95,-21.95,0.5751991354120801
rxn00953_c0,L-Serine hydro-lyase (adding homocysteine),0.0,21.95,-21.95,0.5751991354120801
rxn14050_c0,S-sulfanylglutathione:oxygen oxidoreductase,0.0,21.95,-21.95,0.5751991354120801
rxn06044_c0,CDP-diacylglycerol:L-serine 3-phosphatidyltransferase,0.0,21.95,-21.95,0.5751991354120801
rxn10695_c0,arabinofuranosyl extension (M tb),0.0,21.95,-21.95,0.5751991354120801
rxn05159_c0,choline transport via ABC system,0.0,21.95,-21.95,0.5751991354120801
rxn08806_c0,"Lysophospholipase L1 (2-acylglycerophosphoethanolamine, n-C16:0) (periplasm)",0.0,20.73,-20.73,0.5805627826922306
rxn00539_c0,ethanolamine ammonia-lyase (acetaldehyde-forming),0.0,20.73,-20.73,0.5805627826922306
rxn11735_c0,R08201,0.0,20.73,-20.73,0.5805627826922306
rxn02678_c0,trans-Oct-2-enoyl-CoA reductase,0.0,20.73,-20.73,0.5805627826922306
rxn03536_c0,R05221,100.0,79.27,20.73,0.5805627826922306
rxn10666_c0,hexa-arabinofuranoside synthesis,0.0,20.73,-20.73,0.5805627826922306
rxn09377_c0,transport of xanthine,0.0,20.73,-20.73,0.5805627826922306
rxn10686_c0,gdp mannosyl phosphate transferase,0.0,20.73,-20.73,0.5805627826922306
rxn09154_c0,"Phospholipase A2 (phosphatidylethanolamine, n-C16:0) (periplasm)",0.0,20.73,-20.73,0.5805627826922306
rxn03963_c0,(R)-2-hydroxyacid:NAD+ oxidoreductase,0.0,20.73,-20.73,0.5805627826922306
rxn02056_c0,S-Adenosyl-L-methionine:uroporphyrin-III C-methyltransferase,75.0,48.78,26.22,0.6160170092133239
rxn00931_c0,L-Proline:NADP+ 5-oxidoreductase,75.0,48.78,26.22,0.6160170092133239
rxn05173_c0,L-arabinose transport via ABC system,75.0,52.44,22.56,0.6198356058590428
rxn10822_c0,L-arabinose transport via ABC system,75.0,52.44,22.56,0.6198356058590428
rxn09673_c0,TRANS-RXNAVI-26524.ce.brachyexp.CPD-3609_CPD-3609,75.0,53.66,21.34,0.6227924400356949
rxn24116_c0,RXN-5802.ce,25.0,45.12,-20.12,0.6265771312727947
rxn12032_c0,R08265,25.0,45.12,-20.12,0.6265771312727947
rxn02424_c0,"3-Oxopropanoate:NAD+ oxidoreductase (decarboxylating, CoA-acetylating)",25.0,45.12,-20.12,0.6265771312727947
EX_cpd00010_e0,CoA-e0 Exchange,25.0,45.12,-20.12,0.6265771312727947
rxn09956_c0,aldehyde dehydrogenase [NAD(P)+],25.0,43.9,-18.9,0.6311769650421108
rxn09143_c0,"Phospholipase A1 (phosphatidylglycerol, n-C18:1) (periplasm)",25.0,43.9,-18.9,0.6311769650421108
rxn08312_c0,CDP-diacylglycerol synthetase (n-C18:1),25.0,43.9,-18.9,0.6311769650421108
