reaction,name
rxn02305_c0,2-methyl-4-amino-5-hydroxymethylpyrimidine-diphosphate:4-methyl-5-(2-phosphoethyl)-thiazole 2-methyl-4-aminopyridine-5-methenyltransferase
rxn02312_c0,S-Adenosyl-L-methionine:8-amino-7-oxononanoate aminotransferase
rxn02314_c0,ATP:D-tagatose-6-phosphate 1-phosphotransferase
rxn02315_c0,CTP:D-Tagatose 6-phosphate 1-phosphotransferase
rxn02316_c0,UTP:D-Tagatose 6-phosphate 1-phosphotransferase
rxn02317_c0,ITP:D-Tagatose 6-phosphate 1-phosphotransferase
rxn02320_c0,5-Amino-2-oxopentanoate:2-oxoglutarate aminotransferase
rxn02323_c0,"1,2,3-Trihydroxybenzene:oxygen 1,2-oxidoreductase (decyclizing)"
rxn02331_c0,"phosphoenolpyruvate:D-arabinose-5-phosphate C-(1-carboxyvinyl)transferase (phosphate-hydrolysing, 2-carboxy-2-oxoethyl-forming)"
rxn02341_c0,N-[(R)-4'-Phosphopantothenoyl]-L-cysteine carboxy-lyase
rxn02350_c0,4-Trimethylammoniobutanal:NAD+ 1-oxidoreductase
rxn02364_c0,"3,4-Dihydroxyphenylacetaldehyde:NAD+ oxidoreductase"
rxn02365_c0,"3,4-Dihydroxyphenylacetaldehyde:NADP+ oxidoreductase"
rxn02369_c0,"2-Carboxy-2,5-dihydro-5-oxofuran-2-acetate lyase (decyclizing)"
rxn02373_c0,L-glutamate-5-semialdehyde:NADP+ 5-oxidoreductase (phosphorylating)
rxn02374_c0,R03314
rxn02379_c0,"alpha-D-Hexose 1-phosphate 1,6-phosphomutase"
rxn02380_c0,beta-D-Glucose 6-phosphate ketol-isomerase
rxn02390_c0,"1D-myo-Inositol-1,2-cyclic-phosphate 2-inositolphosphohydrolase"
rxn02400_c0,Nicotinate D-ribonucleotide phosphohydrolase
rxn02402_c0,Nicotinate-nucleotide:pyrophosphate phosphoribosyltransferase (carboxylating)
rxn02404_c0,3-Deoxy-D-manno-octulosonate-8-phosphate 8-phosphohydrolase
rxn02405_c0,CTP:3-deoxy-D-manno-octulosonate cytidylyltransferase
rxn02414_c0,"S-Adenosyl-L-methionine:3,4-dihydroxy-trans-cinnamate 3-O-methyltransferase"
rxn02418_c0,myo-inositol-hexakisphosphate 4-phosphohydrolase
rxn02424_c0,"3-Oxopropanoate:NAD+ oxidoreductase (decarboxylating, CoA-acetylating)"
rxn02432_c0,"CDP-4-dehydro-3,6-dideoxy-D-glucose:NAD+ 3-oxydoreductase"
rxn02433_c0,"CDP-4-dehydro-3,6-dideoxy-D-glucose:NADP+ 3-oxydoreductase"
rxn02438_c0,GDP-6-deoxy-D-mannose:NAD+ 4-oxidoreductase
rxn02440_c0,GDP-6-deoxy-D-mannose:NADP+ 4-oxidoreductase
rxn02449_c0,guanosine 3'-diphosphate 5'-triphosphate 5'-phosphohydrolase
rxn02450_c0,L-2-Lysophosphatidylethanolamine aldehydohydrolase
rxn02465_c0,N-acetyl-L-glutamate-5-semialdehyde:NADP+ 5-oxidoreductase (phosphrylating)
rxn02466_c0,"2-Hydroxybutane-1,2,4-tricarboxylate hydro-lyase"
rxn02473_c0,D-erythro-1-(Imidazol-4-yl)glycerol 3-phosphate hydro-lyase
rxn02474_c0,5-amino-6-(5-phosphoribitylamino)uracil:NADP+ 1'-oxidoreductase
rxn02475_c0,"2,5-Diamino-6-hydroxy-4-(5-phosphoribosylamino)-pyrimidine 2-aminohydrolase"
rxn02476_c0,Phosphoenolpyruvate:3-phosphoshikimate 5-O-(1-carboxyvinyl)-transferase
rxn02484_c0,ATP:4-amino-5-hydroxymethyl-2-methylpyrimidine 5-phosphotransferase
rxn02503_c0,"ATP:2-amino-4-hydroxy-6-hydroxymethyl-7,8-dihydropteridine 6'-pyrophosphotransferase"
rxn02504_c0,"2-amino-4-hydroxy-6-(D-erythro-1,2,3-trihydroxypropyl)-7,8-dihydropteridine glycolaldehyde-lyase"
rxn02507_c0,1-(2-Carboxyphenylamino)-1-deoxy-D-ribulose-5-phosphate carboxy-lyase(cyclizing)
rxn02508_c0,N-(5-Phospho-beta-D-ribosyl)anthranilate ketol-isomerase
rxn02516_c0,L-cysteine hydrogen-sulfide-lyase (adding HCN)
rxn02517_c0,ATP:dIDP phosphotransferase
rxn02518_c0,2'-Deoxyinosine-5'-triphosphate pyrophosphohydrolase
rxn02569_c0,"ATP:selenide, water phosphotransferase"
rxn02571_c0,O3-Acetyl-L-serine acetate-lyase (adding hydrogen sulfide)
rxn02575_c0,UDPglucose:coniferyl-alcohol 4'-beta-D-glucosyltransferase
rxn02601_c0,"flavanone,NADPH:oxygen oxidoreductase"
rxn02602_c0,"flavanone,2-oxoglutarate:oxygen oxidoreductase (3-hydroxylating)"
rxn02666_c0,R03758
rxn02678_c0,trans-Oct-2-enoyl-CoA reductase
rxn02699_c0,"(gibberellin-1),2-oxoglutarate:oxygen oxidoreductase (2beta-hydroxylating)"
rxn02703_c0,ATP:sedoheptulose 1-phosphotransferase
rxn02706_c0,glutathionylspermidine:glutathione ligase (ADP-forming)
rxn02727_c0,leukotriene-C4 hydrolase
rxn02729_c0,(S)-Methylmalonate semialdehyde:NAD+ oxidoreductase
rxn02744_c0,2-Aminomuconate semialdehyde:NAD+ 6-oxidoreductase
rxn02749_c0,(R)-2-Methylmalate hydro-lyase
rxn02758_c0,Sinapyl alcohol:NADP+ oxidoreductase
rxn02760_c0,Sucrose 6-phosphate fructohydrolase
rxn02770_c0,L-Rhamnofuranose:NAD+ 1-oxidoreductase
rxn02774_c0,S-Adenosyl-L-methionine:uroporphyrin-III C-methyltransferase
rxn02788_c0,R03966
rxn02789_c0,2-Isopropylmalate hydro-lyase
rxn02791_c0,(5-Glutamyl)-peptide:amino-acid 5-glutamyltransferase
rxn02792_c0,gamma-glutamyltranspeptidase family protein
rxn02802_c0,trans-Tetradec-2-enoyl-CoA reductase
rxn02811_c0,3-Isopropylmalate hydro-lyase
rxn02812_c0,ATP:branched-chain-fatty-acid 1-phosphotransferase
rxn02814_c0,4-coumaryl alcohol:NADP+ oxidoreductase
rxn02815_c0,UDPglucose:coniferyl-alcohol 4'-beta-D-glucosyltransferase
rxn02826_c0,N-Acetylputrescine:oxygen oxidoreductase(deaminating)(flavin-containing)
rxn02834_c0,Phosphoribosyl-ATP pyrophosphohydrolase
rxn02835_c0,"1-(5-phospho-D-ribosyl)-AMP 1,6-hydrolase"
rxn02845_c0,3-phosphonopyruvate carboxy-lyase
rxn02853_c0,Imidazole acetaldehyde:NAD+ oxidoreductase
rxn02889_c0,3-Methylcrotonoyl-CoA:carbon-dioxide ligase (ADP-forming)
rxn02890_c0,3alpha-Hydroxy-5beta-cholanate:NAD+ oxidoreductase
rxn02895_c0,5-Phospho-D-ribosylamine:glycine ligase (ADP-forming)
rxn02897_c0,Nicotinate-nucleotide:dimethylbenzimidazole phospho-D-ribosyltransferase
rxn02900_c0,(2-Aminoethyl)phosphonate:pyruvate aminotransferase
rxn02914_c0,3-Phosphoserine:2-oxoglutarate aminotransferase
rxn02925_c0,L-Alanine:3-oxopropanoate aminotransferase
rxn02926_c0,L-3-amino-isobutanoate:2-oxoglutarate aminotransferase
rxn02928_c0,"2,3,4,5-Tetrahydrodipicolinate:NAD+ oxidoreductase"
rxn02929_c0,"2,3,4,5-Tetrahydrodipicolinate:NADP+ oxidoreductase"
rxn02936_c0,3-Phospho-D-erythronate hydro-lyase
rxn02937_c0,2-(Formamido)-N1-(5-phosphoribosyl)acetamidine cyclo-ligase (ADP-forming)
rxn02939_c0,4-phospho-D-erythronate:NAD+ 2-oxidoreductase
rxn02940_c0,"Oxalyl-CoA:L-2,3-diaminopropanoate N3-oxalyltransferase"
rxn02944_c0,N2-succinyl-L-ornithine:2-oxoglutarate 5-aminotransferase
rxn02986_c0,"2-amino-4-hydroxy-6-(erythro-1,2,3-trihydroxypropyl) dihydropteridine triphosphate lyase"
rxn02990_c0,(S)-4-Amino-5-oxopentanoate:NADP+ 5-oxidoreductase
rxn02992_c0,"1,2,3,5-Tetrahydroxybenzene:1,2,3-trihydroxybenzene hydroxytransferase"
rxn02993_c0,"4-(2-Aminoethyl)-1,2-benzenediol:oxygen oxidoreductase(deaminating)(flavin-containing)"
rxn03004_c0,10-Formyltetrahydrofolate:5'-phosphoribosylglycinamide formyltransferase
rxn03005_c0,R04326
rxn03031_c0,"Succinyl-CoA:2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-succinyltransferase"
rxn03034_c0,Homoisocitrate hydro-lyase
rxn03039_c0,1-(5'-Phosphoribosyl)-5-amino-4-imidazolecarboxamide:pyrophosphate phosphoribosyltransferase
rxn03047_c0,ATP:pantothenate 4'-phosphotransferase
rxn03052_c0,5-Methyltetrahydropteroyltri-L-glutamate:L-homocysteine S-methyltransferase
rxn03055_c0,5-carboxymethyl-2-hydroxymuconic-semialdehyde:NAD+ oxidoreductase
rxn03061_c0,"(2S,3R)-3-Hydroxybutane-1,2,3-tricarboxylate hydro-lyase"
rxn03062_c0,3-Isopropylmalate:NAD+ oxidoreductase
rxn03063_c0,S-Adenosyl-L-methionine:zymosterol C-methyltransferase
rxn03064_c0,"phosphoenolpyruvate:N-acetyl-D-mannosamine-6-phosphate C-(1-carboxyvinyl)transferase (phosphate-hydrolysing, 2-carboxy-2-oxoethyl-forming)"
rxn03068_c0,"(R)-2,3-Dihydroxy-3-methylbutanoate:NADP+ oxidoreductase (isomerizing)"
rxn03071_c0,L-1-Pyrroline-3-hydroxy-5-carboxylate:NAD+ oxidoreductase
rxn03072_c0,L-1-Pyrroline-3-hydroxy-5-carboxylate:NADP+ oxidoreductase
rxn03080_c0,5-amino-6-(D-ribitylamino)uracil butanedionetransferase
rxn03084_c0,5'-Phosphoribosylformylglycinamide:L-glutamine amido-ligase (ADP-forming)
rxn03087_c0,"N-Succinyl-L-2,6-diaminoheptanedioate:2-oxoglutarate amino-transferase"
rxn03106_c0,"3alpha,7alpha-Dihydroxy-5beta-cholestan-26-al:NAD+ oxidoreductase"
rxn03108_c0,ATP:4-amino-2-methyl-5-phosphomethylpyrimidine phosphotransferase
rxn03122_c0,"UDP-2-acetamido-4-amino-2,4,6-trideoxyglucose:2-oxoglutarate aminotransferase"
rxn03126_c0,Coenzyme B:coenzyme M:methanophenazine oxidoreductase
rxn03130_c0,"UDP-2,3-bis[(3R)-3-hydroxymyristoyl]-alpha-D-glucosamine 2,3-bis[(3R)-3-hydroxymyristoyl]-beta-D-glucosaminyl 1-phosphate phosphohydrolase"
rxn03135_c0,R04558
rxn03136_c0,1-(5'-Phosphoribosyl)-5-amino-4-(N-succinocarboxamide)-imidazole AMP-lyase
rxn03137_c0,10-Formyltetrahydrofolate:5'-phosphoribosyl-5-amino-4-imidazolecarboxamide formyltransferase
rxn03140_c0,UDP-N-acetylmuramoyl-L-alanyl-D-glutamyl-L-lysine:alanyl-D-alanine ligase (ADP-forming)
rxn03146_c0,UDP-3-O-[(3R)-3-hydroxymyristoyl]-N-acetylglucosamine amidohydrolase
rxn03147_c0,1-(5-Phosphoribosyl)-5-amino-4-carboxyimidazole:L-aspartate ligase (ADP-forming)
rxn03150_c0,R04594
rxn03159_c0,"UDP-2,3-bis(3-hydroxytetradecanoyl)glucosamine:2,3-bis-(3-hydroxytetradecanoyl)-alpha-D-glucosaminyl-1-phosphate 2,3-bis(3-hydroxytetradecanoyl)-glucosaminyltransferase"
rxn03164_c0,"UDP-N-acetylmuramoyl-L-alanyl-D-glutamyl-meso-2,6-diaminoheptanedioate:D-alanyl-D-alanine ligase(ADP-forming)"
rxn03167_c0,"2-Amino-4-hydroxy-6-(erythro-1,2,3-trihydroxypropyl) dihydropteridine triphosphate phosphohydrolase (alkaline optimum)"
rxn03174_c0,"2-Amino-4-hydroxy-6-(erythro-1,2,3-trihydroxypropyl) dihydropteridine triphosphate hydrolase"
rxn03175_c0,N-(5'-Phospho-D-ribosylformimino)-5-amino-1- (5''-phospho-D-ribosyl)-4-imidazolecarboxamide ketol-isomerase
rxn03181_c0,"ATP:2,3,2',3'-tetrakis(3-hydroxytetradecanoyl)-D-glucosaminyl-beta-D-1,6-glucosaminyl-alpha-phosphate 4-O'-phosphotransferase"
rxn03182_c0,CMP-3-deoxy-D-manno-oct-2-ulosonate:lipid IVA 3-deoxy-D-manno-oct-2-ulosonate transferase
rxn03188_c0,3-Ureidoisobutyrate amidohydrolase
rxn03194_c0,(S)-2-Aceto-2-hydroxybutanoate pyruvate-lyase (carboxylating)
rxn03195_c0,N-Methylhistamine:oxygen oxidoreductase (deaminating) (copper-containing)
rxn03251_c0,"Hexanoyl-CoA:(acceptor) 2,3-oxidoreductase"
rxn03263_c0,Selenomethionine methanethiol-lyase (deaminating)
rxn03264_c0,ATP:L-selenomethione S-adenosyltransferase
rxn03335_c0,"3,4-Dihydroxymandelaldehyde:NAD+ oxidoreductase"
rxn03336_c0,"3,4-Dihydroxymandelaldehyde:NADP+ oxidoreductase"
rxn03340_c0,3-Methoxy-4-hydroxyphenylacetaldehyde:NAD+ oxidoreductase
rxn03341_c0,3-Methoxy-4-hydroxyphenylacetaldehyde:NADP+ oxidoreductase
rxn03342_c0,3-Methoxytyramine:oxygen oxidoreductase (deaminating) (copper-containing)
rxn03343_c0,3-Methoxy-4-hydroxyphenylglycolaldehyde:NAD+ oxidoreductase
rxn03344_c0,3-Methoxy-4-hydroxyphenylglycolaldehyde:NADP+ oxidoreductase
rxn03345_c0,L-Normetanephrine:oxygen oxidoreductase (deaminating) (copper-containing)
rxn03346_c0,L-Metanephrine:oxygen oxidoreductase (deaminating) (flavin-containing)
rxn03354_c0,5-Hydroxyindoleacetaldehyde:NAD+ oxidoreductase
rxn03358_c0,3-Hydroxykynurenamine:oxygen oxidoreductase(deaminating)(flavin-containing)
rxn03359_c0,5-Hydroxykynurenamine:oxygen oxidoreductase(deaminating)(flavin-containing)
rxn03372_c0,ATP:adenylylsulfate 3'-phosphotransferase
rxn03373_c0,ATP:selenate adenylyltransferase
rxn03374_c0,Selenocystathionine Lysteine-lyase (deaminating)
rxn03379_c0,Selenocystathionine L-homocysteine-lyase (deaminating)
rxn03380_c0,L-Serine hydro-lyase (adding homocysteine)
rxn03382_c0,O-Acetylhomoserine succinate-lyase (adding cysteine)
rxn03383_c0,O4-succinyl-L-homoserine:L-selenocysteine Se-(3-amino-3-carboxypropyl)transferase
rxn03384_c0,Uroporphyrinogen I carboxy-lyase
rxn03391_c0,R04983
rxn03393_c0,3-octaprenyl-4-hydroxybenzoate carboxy-lyase
rxn03397_c0,UDP-L-rhamnose:flavonol-3-O-D-glucoside L-rhamnosyltransferase
rxn03400_c0,3-Methylimidazole acetaldehyde:NAD+ oxidoreductase
rxn03408_c0,"UDP-N-acetyl-D-glucosamine:undecaprenyl-diphospho-N-acetylmuramoyl-L-alanyl-gamma-D-glutamyl-meso-2,6-diaminopimeloyl-D-alanyl-D-alanine 4-beta-N-acetylglucosaminlytransferase"
rxn03414_c0,"flavanone,2-oxoglutarate:oxygen oxidoreductase (3-hydroxylating)"
rxn03419_c0,formamidopyrimidine nucleoside triphosphate amidohydrolase
rxn03421_c0,"2,5-Diaminopyrimidine nucleoside triphosphate mutase"
rxn03423_c0,N4-Acetylaminobutanal:NAD+ oxidoreductase
rxn03424_c0,L-erythro-4-Hydroxyglutamate:NAD+ oxidoreductase
rxn03435_c0,"(R)-2,3-Dihydroxy-3-methylpentanoate:NADP+ oxidoreductase (isomerizing)"
rxn03436_c0,(S)-2-Aceto-2-hydroxybutanoate:NADP+ oxidoreductase (isomerizing)
rxn03437_c0,"(R)-2,3-Dihydroxy-3-methylpentanoate hydro-lyase"
rxn03439_c0,CMP-3-deoxy-D-manno-oct-2-ulosonate:(KDO)-lipid IVA 3-deoxy-D-manno-oct-2-ulosonate transferase
rxn03445_c0,O-Phospho-4-hydroxy-L-threonine:2-oxoglutarate aminotransferase
rxn03446_c0,O-Phospho-4-hydroxy-L-threonine phospho-lyase (adding water)
rxn03455_c0,6-oxohexanoate:NADP oxidoreductase
rxn03511_c0,ADP-D-glycero-D-manno-heptose 6-epimerase
rxn03536_c0,R05221
rxn03537_c0,R05222
rxn03538_c0,R05223
rxn03546_c0,6-Hydroxyhexanoate:NADP+ oxidoreductase
rxn03550_c0,p-cumic aldehyde:NAD+ oxidoreductase
rxn03551_c0,4-Hydroxymuconic-semialdehyde:NAD+ oxidoreductase
rxn03572_c0,"cytochrome P450, CYP711 clan  [SP:A8ITR3_CHLRE]"
rxn03583_c0,4-(hydroxymethyl)benzenesulfonate:NAD+ oxidoreductase
rxn03584_c0,4-formylbenzenesulfonate:NAD+ oxidoreductase
rxn03598_c0,Chloroacetaldehyde:NAD+ oxidoreductase
rxn03601_c0,p-Methylbenzaldehyde:NADP+ oxidoreductase
rxn03618_c0,formaldehyde:NAD+ oxidoreductase (mycothiol-formylating)
rxn03638_c0,Acetyl-CoA:D-glucosamine-1-phosphate N-acetyltransferase
rxn03643_c0,D-arabino-hex-3-ulose-6-phosphate formaldehyde-lyase (D-ribulose-5-phosphate-forming)
rxn03644_c0,D-arabino-hex-3-ulose-6-phosphate isomerase
rxn03654_c0,"2-hydroxy-5-methyl-cis,cis-muconic semialdehyde:NAD+ 6-oxidoreductase"
rxn03841_c0,4-amino-4-deoxychorismate pyruvate-lyase
rxn03861_c0,(S)-3-Hydroxybutanoyl-CoA:NADP+ oxidoreductase
rxn03887_c0,galactarate hydro-lyase (5-dehydro-4-deoxy-D-glucarate-forming)
rxn03893_c0,all-trans-octaprenyl-diphosphate:4-hydroxybenzoate 3-octaprenyltransferase
rxn03901_c0,undecaprenyl-diphosphate phosphohydrolase
rxn03903_c0,UDPMurAc(oyl-L-Ala-D-gamma-Glu-L-Lys-D-Ala-D-Ala):undecaprenyl-phosphate phospho-N-acetylmuramoyl-pentapeptide-transferase
rxn03904_c0,"UDP-N-acetylmuramoyl-L-alanyl-gamma-D-glutamyl-meso-2,6-diaminopimeloyl-D-alanyl-D-alanine:undecaprenyl-phosphate phospho-N-acetylmuramoyl-pentapeptide-transferase"
rxn03907_c0,CTP: 2-C-Methyl-D-erythritol 4-phosphate cytidylyltransferase
rxn03908_c0,ATP:4-(Cytidine 5'-diphospho)-2-C-methyl-D-erythritol 2-phosphotransferase
rxn03909_c0,1-Deoxy-D-xylulose-5-phosphate pyruvate-lyase (carboxylating)
rxn03910_c0,2-Phospho-4-(cytidine 5'-diphospho)-2-C-methyl-D-erythritol CMP-lyase (cyclizing)
rxn03916_c0,ATP:D-glycero-beta-D-manno-heptose 1-phosphate adenylyltransferase
rxn03917_c0,D-glycero-beta-D-manno-heptose-7-phosphate aldose-ketose-isomerase
rxn03918_c0,ATP:D-glycero-beta-D-manno-heptose 7-phosphate 1-phosphotransferase
rxn03919_c0,"D-glycero-beta-D-manno-heptose 1,7-bisphosphate 7-phosphohydrolase"
rxn03923_c0,"acetyl-phosphate:sulfite S-acetyltransferase (acyl-phosphate hydrolysing, 2-oxoethyl-forming)"
rxn03924_c0,taurine:pyruvate aminotransferase
rxn03933_c0,UDP-N-acetyl-D-glucosamine:N-acetyl-alpha-D-muramyl(oyl-L-Ala-gamma-D-Glu-L-Lys-D-Ala-D-Ala)-diphosphoundecaprenol 4-beta-N-acetylglucosaminlytransferase
rxn03934_c0,R05663
rxn03935_c0,R05664
rxn03951_c0,NAD-dependent threonine 4-phosphate dehydrogenase
rxn03958_c0,1-Deoxy-D-xylulose-5-phosphate isomeroreductase
rxn03962_c0,"GDP-L-fucose:NADP+ 4-oxidoreductase (3,5-epimerizing)"
rxn03963_c0,(R)-2-hydroxyacid:NAD+ oxidoreductase
rxn03969_c0,vanillin:NAD oxidoreductase
rxn03970_c0,Coniferyl aldehyde:NAD oxidoreductase
rxn03978_c0,ammonia:ferricytochrome-c oxidoreductase
rxn04026_c0,sulfopyruvate carboxy-lyase
rxn04027_c0,UDP-6-sulfo-6-deoxyglucose sulfohydrolase
rxn04040_c0,"ATP:1D-myo-inositol-1,4,5-trisphosphate 6-phosphotransferase"
rxn04056_c0,2-dehydro-D-gluconate:NADP+ 2-oxidoreductase
rxn04070_c0,pyridoxine 5'-phosphate synthase
rxn04113_c0,isopentenyl-diphosphate:NAD(P)+ oxidoreductase
rxn04142_c0,L-Allothreonine acetaldehyde-lyase
rxn04210_c0,"(gibberellin-1),2-oxoglutarate:oxygen oxidoreductase (2beta-hydroxylating)"
rxn04211_c0,"(gibberellin-1),2-oxoglutarate:oxygen oxidoreductase (2beta-hydroxylating)"
rxn04234_c0,Aldehyde:NAD+ oxidoreductase
rxn04285_c0,"dTDP-3-amino-3,6-dideoxy-alpha-D-glucopyranose:2-oxoglutarate aminotransferase"
rxn04308_c0,"(2E,6E)-farnesyl-diphosphate:isopentenyl-diphosphate cistransferase (adding 8 isopentenyl units)"
rxn04383_c0,Phytoceramide amidohydrolase
rxn04384_c0,adenosylcobyric acid:(R)-1-aminopropan-2-yl phosphate ligase
rxn04407_c0,rxn04407
rxn04413_c0,R06558
rxn04424_c0,cinnamyl-alcohol:NADP+ oxidoreductase
rxn04425_c0,cinnamyl-alcohol:NADP+ oxidoreductase
rxn04428_c0,"caffeic aldehyde:3,4-dihydroxy-trans-cinnamate 3-O-methyltransferase"
rxn04443_c0,sedoheptulose-7-phosphate:D-glyceraldehyde-3-phosphate glycolaldehydetransferase
rxn04464_c0,"5,10-methylenetetrahydrofolate,NADPH:dUMP C-methyltransferase"
rxn04674_c0,R06859
rxn04675_c0,menaquinone biosynthesis protein-related
rxn04676_c0,D-xylulose-5-phosphate:thiamin diphosphate glycolaldehydetransferase
rxn04677_c0,"alpha,beta-Dihydroxyethyl-TPP:formaldehyde glycolaldehydetransferase"
rxn04678_c0,D-Sedoheptulose-7-phosphate:thiamin diphosphate glycolaldehydetransferase
rxn04684_c0,Phosphocholine phosphohydrolase
rxn04704_c0,coproporphyrinogen-III:S-adenosyl-L-methionine oxidoreductase(decarboxylating)
rxn04793_c0,trans-Hex-2-enoyl-CoA reductase
rxn04852_c0,R07046
rxn04861_c0,R07055
rxn04862_c0,R07056
rxn04865_c0,R07059
rxn04866_c0,R07060
rxn04907_c0,Chloral:NAD(P)+ oxidoreductase
rxn04933_c0,mannitol:NAD+ 1-oxidoreductase
rxn04937_c0,lactaldehyde:NADP+ oxidoreductase
rxn04951_c0,fluoroacetaldehyde:NAD+ oxidoreductase
rxn04996_c0,dimethyallyl diphosphate:NADP+ oxidoreductase
rxn05011_c0,"S-adenosyl-L-methionine:N,N-dimethylglycine N-methyltransferase"
rxn05028_c0,(E)-octaprenyl-diphosphate:isopentenyl-diphosphate octaprenyltranstransferase
rxn05029_c0,ATP:cobinamide Cobeta-adenosyltransferase
rxn05036_c0,L-arogenate:2-oxoglutarate aminotransferase
rxn05038_c0,ATP:1D-myo-inositol 3-phosphotransferase
rxn05040_c0,"D-ribulose 5-phosphate formate-lyase (L-3,4-dihydroxybutan-2-one 4-phosphate-forming)"
rxn05050_c0,5'-ribonucleotide phosphohydrolase
rxn05054_c0,adenosylcobyric acid:(R)-1-aminopropan-2-ol ligase (ADP-forming)
rxn05059_c0,dCTP aminohydrolase (dUMP-forming)
rxn05072_c0,1D-myo-inositol-3-phosphate lyase (isomerizing)
rxn05073_c0,"flavanone,2-oxoglutarate:oxygen oxidoreductase (3-hydroxylating)"
rxn05108_c0,R07396
rxn05118_c0,R07408
rxn05125_c0,N-Methylanthranilate:CoA ligase (AMP-forming)
rxn05144_c0,Pyridoxal 5-phosphate synthase
rxn05145_c0,phosphate-transporting ATPase
rxn05146_c0,ATP phosphohydrolase (polar-amino-acid-importing)
rxn05147_c0,D-Glucose-ABC transport
rxn05148_c0,Heme transport via ABC system
rxn05150_c0,zinc transport via ABC system
rxn05151_c0,ATP phosphohydrolase (polar-amino-acid-importing)
rxn05152_c0,ATP phosphohydrolase (polar-amino-acid-importing)
rxn05153_c0,sulfate-transporting ATPase
rxn05154_c0,ATP phosphohydrolase (polar-amino-acid-importing)
rxn05155_c0,ATP phosphohydrolase (polar-amino-acid-importing)
rxn05156_c0,ornithine transport via ABC system
rxn05159_c0,choline transport via ABC system
rxn05160_c0,monosaccharide-transporting ATPase
rxn05161_c0,nonpolar-amino-acid-transporting ATPase
rxn05162_c0,D-galactose transport via ABC system
rxn05163_c0,putrescine transport via ABC system
rxn05164_c0,ATP phosphohydrolase (polar-amino-acid-importing)
rxn05165_c0,nonpolar-amino-acid-transporting ATPase
rxn05166_c0,RXNBWI-115367.ce
rxn05167_c0,D-xylose transport via ABC system
rxn05168_c0,nonpolar-amino-acid-transporting ATPase
rxn05169_c0,ATP phosphohydrolase (polar-amino-acid-importing)
rxn05170_c0,TRANS-RXNAVI-26732.ce.brachyexp.CPD-3609_CPD-3609
rxn05171_c0,nitrate-transporting ATPase
rxn05173_c0,L-arabinose transport via ABC system
rxn05174_c0,nickel transport via ABC system
rxn05175_c0,spermidine transport via ABC system
rxn05179_c0,nonpolar-amino-acid-transporting ATPase
rxn05181_c0,Glycine betaine transport via ABC system
rxn05195_c0,ATP phosphohydrolase (ferric-ion-transporting)
rxn05202_c0,TRANS-RXN-206.ce
rxn05204_c0,TRANS-RXNBWI-115572.ce.maizeexp.GUANOSINE_GUANOSINE
rxn05207_c0,Na+/malate symporter
rxn05210_c0,phosphate Na+ symporter
rxn05211_c0,"Transport of citrate, extracellular"
rxn05215_c0,Alanine-Sodium symporter
rxn05216_c0,Na+ Glutamine symporter
rxn05217_c0,TRANS-RXNBWI-115637.ce.maizeexp.L-ASPARTATE_L-ASPARTATE
rxn05219_c0,nonpolar-amino-acid-transporting ATPase
rxn05221_c0,Na+/Proline-L symporter
rxn05223_c0,Biotin ABC transporter
rxn05224_c0,Riboflavin permease
rxn05231_c0,2'-Deoxyadenosine 5'-diphosphate:oxidized-thioredoxin 2'-oxidoreductase
rxn05233_c0,2'-Deoxyguanosine 5'-diphosphate:oxidized-thioredoxin 2'-oxidoreductase
rxn05237_c0,ATP phosphohydrolase (polar-amino-acid-importing)
rxn05239_c0,"adenosine 3',5'-bisphosphate,sulfite:oxidized-thioredoxin oxidoreductase (3'-phosphoadenosine-5'-phosphosulfate -forming)"
rxn05247_c0,FACOAL140(ISO)
rxn05248_c0,FACOAL150(anteiso)
rxn05249_c0,FACOAL150(ISO)
rxn05250_c0,FACOAL160(ISO)
rxn05251_c0,FACOAL170(anteiso)
rxn05252_c0,FACOAL170(ISO)
rxn05256_c0,"AMP,sulfite:thioredoxin-disulfide oxidoreductase(adenosine-5'-phosphosulfate-forming)"
rxn05275_c0,b-ketoacyl synthetase (Iso-C17:0)
rxn05276_c0,b-ketoacyl synthetase (Anteiso-C17:0)
rxn05278_c0,b-ketoacyl synthetase (Iso-C15:0)
rxn05289_c0,NADPH:oxidized-thioredoxin oxidoreductase
rxn05293_c0,"2C-methyl-D-erythritol 2,4 cyclodiphosphate dehydratase"
rxn05297_c0,TRANS-RXNBWI-115637.ce.maizeexp.GLT_GLT
rxn05298_c0,Na+/glutamate symport
rxn05299_c0,TRANS-RXNBWI-115637.ce.maizeexp.HIS_HIS
rxn05300_c0,TRANS-RXNBWI-115637.ce.maizeexp.THR_THR
rxn05301_c0,TRANS-RXNBWI-115637.ce.maizeexp.TYR_TYR
rxn05307_c0,TRANS-RXNBWI-115637.ce.maizeexp.SER_SER
rxn05308_c0,Pantothenate reversible transport via proton symport
rxn05312_c0,Inorganic phosphate transporter
rxn05313_c0,phosphate transport in/out via three Na+ symporter
rxn05316_c0,TRANS-RXNBWI-115572.ce.maizeexp.INOSINE_INOSINE
rxn05318_c0,TRANS-RXN-203.ce
rxn05319_c0,TRANS-RXNBWI-115401.ce.maizeexp.OH_OH
rxn05321_c0,Acetyl-CoA carbon-dioxide ligase
